track_id,track_name,artist,genre,album_type,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo
track_00213,Song Title 213,Ed Sheeran,hip-hop,album,62,269948,1,0.491,0.498,8,-10.83,0,0.008,0.13,0.694,101.9
track_00214,Song Title 214,Coldplay,hip-hop,album,51,231369,0,0.885,0.536,0,-13.14,0,0.009,0.325,0.253,131.0
track_00215,Song Title 215,Taylor Swift,rock,album,59,211618,0,0.443,0.677,7,-10.37,1,0.127,0.596,0.681,103.8
track_00216,Song Title 216,BTS,rock,single,77,202585,0,0.955,0.647,4,-13.83,0,0.023,0.505,0.741,72.2
track_00217,Song Title 217,Olivia Rodrigo,r&b,album,55,200188,0,0.328,0.782,10,-8.08,1,0.005,0.07,0.447,114.5
track_00218,Song Title 218,Harry Styles,indie,album,99,199474,0,0.933,0.753,11,-10.14,0,0.041,0.141,0.824,86.1
track_00219,Song Title 219,Billie Eilish,r&b,album,73,200424,1,0.614,0.929,5,-4.98,1,0.137,0.039,0.718,125.1
track_00220,Song Title 220,Dua Lipa,pop,album,41,189360,0,0.357,0.559,0,-12.95,1,0.011,0.024,0.431,90.3
track_00221,Song Title 221,Ed Sheeran,pop,single,63,206382,0,0.865,0.551,1,-10.97,1,0.089,0.353,0.294,107.8
track_00222,Song Title 222,Coldplay,r&b,album,61,188668,0,0.745,0.187,6,-17.3,0,0.0,0.095,0.287,124.6
track_00223,Song Title 223,Coldplay,indie,single,67,217820,1,0.747,0.411,1,-10.09,1,0.009,0.336,0.699,114.7
track_00224,Song Title 224,Coldplay,r&b,album,60,209178,1,0.769,0.789,4,-6.38,0,0.035,0.745,0.758,126.3
track_00225,Song Title 225,Coldplay,indie,album,59,185483,1,0.707,0.874,10,-9.69,0,0.007,0.208,0.465,137.0
track_00226,Song Title 226,Bad Bunny,indie,single,53,206961,0,0.526,0.715,8,-11.09,1,0.15,0.031,0.412,91.1
track_00227,Song Title 227,Harry Styles,latin,album,66,229002,0,0.662,0.916,4,-5.23,1,0.16,0.044,0.573,118.4
track_00228,Song Title 228,Harry Styles,dance/electronic,album,55,131025,0,0.711,0.454,11,-14.6,1,0.113,0.331,0.723,60.0
track_00229,Song Title 229,Kendrick Lamar,indie,album,44,230236,0,0.419,0.579,2,-16.68,1,0.022,0.262,0.594,126.2
track_00230,Song Title 230,BTS,rock,single,59,167076,0,0.806,0.518,10,-9.01,1,0.059,0.152,0.925,112.5
track_00231,Song Title 231,Ariana Grande,indie,album,79,193939,0,0.641,0.809,5,-5.62,1,0.016,0.064,0.677,95.4
track_00232,Song Title 232,Coldplay,indie,single,77,120000,0,0.314,0.758,6,-6.83,1,0.026,0.359,0.212,127.9
track_00233,Song Title 233,Billie Eilish,indie,single,71,229798,0,0.722,0.528,9,-12.77,1,0.058,0.423,0.566,149.3
track_00234,Song Title 234,Ariana Grande,latin,album,86,184091,0,0.683,0.718,10,-7.65,1,0.106,0.021,0.679,108.1
track_00235,Song Title 235,Harry Styles,latin,album,74,192506,0,0.526,0.819,9,-8.3,0,0.008,0.474,0.463,96.4
track_00236,Song Title 236,The Weeknd,pop,album,74,213173,0,0.576,0.935,10,-4.64,0,0.028,0.573,0.512,124.1
track_00237,Song Title 237,The Weeknd,latin,album,59,141021,0,0.453,0.758,7,-9.71,1,0.209,0.189,0.138,86.6
track_00238,Song Title 238,Billie Eilish,rock,album,64,212172,0,0.589,0.82,2,-3.85,0,0.045,0.548,0.432,103.5
track_00239,Song Title 239,Kendrick Lamar,rock,album,60,232688,0,0.435,0.916,10,-8.49,1,0.224,0.221,0.38,150.6
track_00240,Song Title 240,Harry Styles,latin,album,55,216097,0,0.637,0.222,3,-13.99,1,0.38,0.166,0.434,121.6
track_00241,Song Title 241,Billie Eilish,r&b,single,70,196215,0,0.596,0.764,9,-7.69,1,0.06,0.019,0.497,73.0
track_00242,Song Title 242,Bad Bunny,dance/electronic,single,69,211440,0,0.457,0.657,3,-10.46,1,0.027,0.269,0.636,75.1
track_00243,Song Title 243,Olivia Rodrigo,latin,single,79,207357,1,0.903,0.72,1,-8.14,0,0.125,0.152,0.164,124.1
track_00244,Song Title 244,Billie Eilish,indie,album,62,236548,0,0.589,0.663,6,-7.93,1,0.014,0.224,0.875,141.6
track_00245,Song Title 245,Drake,hip-hop,album,74,253925,0,0.93,0.602,11,-7.63,0,0.023,0.106,0.677,79.6
track_00246,Song Title 246,Ariana Grande,dance/electronic,album,69,195620,0,0.612,0.57,3,-10.26,1,0.123,0.192,0.813,131.2
track_00247,Song Title 247,Ed Sheeran,dance/electronic,single,73,218103,0,0.863,0.24,3,-17.94,1,0.045,0.05,0.378,153.3
track_00248,Song Title 248,Post Malone,rock,album,49,186634,0,0.856,0.377,11,-13.85,1,0.018,0.084,0.707,167.2
track_00249,Song Title 249,Kendrick Lamar,dance/electronic,single,55,224584,0,0.893,0.533,7,-7.83,0,0.084,0.292,0.617,128.3
track_00250,Song Title 250,Billie Eilish,latin,album,80,226104,1,0.797,0.73,5,-5.63,1,0.106,0.473,0.451,132.7
track_00251,Song Title 251,Harry Styles,indie,album,64,204162,0,0.649,0.551,5,-9.37,1,0.011,0.104,0.377,66.7
track_00252,Song Title 252,Dua Lipa,indie,single,62,228165,1,0.832,0.442,10,-11.34,0,0.026,0.129,0.331,172.5
track_00253,Song Title 253,The Weeknd,pop,album,65,210111,0,0.88,0.395,8,-12.29,1,0.02,0.078,0.586,105.6
track_00254,Song Title 254,Drake,indie,single,60,208317,0,0.682,0.648,3,-7.31,1,0.038,0.452,0.409,96.7
track_00255,Song Title 255,BTS,indie,single,72,179187,1,0.693,0.627,8,-10.88,1,0.115,0.24,0.913,113.6
track_00256,Song Title 256,Coldplay,rock,album,44,216018,0,0.534,0.511,0,-14.54,1,0.1,0.357,0.567,157.8
track_00257,Song Title 257,Post Malone,indie,album,76,189772,0,0.88,0.796,10,-7.13,1,0.087,0.102,0.111,175.2
track_00258,Song Title 258,Doja Cat,pop,album,56,240438,0,0.313,0.419,8,-14.93,1,0.001,0.206,0.451,123.1
track_00259,Song Title 259,Kendrick Lamar,hip-hop,single,75,180487,0,0.686,0.756,0,-10.01,1,0.012,0.088,0.444,145.0
track_00260,Song Title 260,Ed Sheeran,latin,album,69,219409,0,0.538,0.839,6,-8.01,1,0.02,0.247,0.441,121.1
track_00261,Song Title 261,Post Malone,rock,album,77,200878,0,0.76,0.627,5,-4.99,0,0.025,0.036,0.858,94.1
track_00262,Song Title 262,Billie Eilish,hip-hop,album,54,219321,0,0.652,0.345,6,-14.21,1,0.013,0.108,0.635,156.9
track_00263,Song Title 263,Bad Bunny,rock,single,53,207959,0,0.566,0.606,8,-9.58,1,0.042,0.099,0.53,104.4
track_00264,Song Title 264,The Weeknd,r&b,album,96,181369,0,0.666,0.676,9,-11.63,1,0.006,0.232,0.538,158.4
track_00265,Song Title 265,Harry Styles,dance/electronic,single,67,248282,0,0.66,0.773,3,-11.33,0,0.111,0.036,0.393,152.5
track_00266,Song Title 266,The Weeknd,r&b,single,62,178949,0,0.817,0.381,11,-15.55,0,0.124,0.238,0.661,135.4
track_00267,Song Title 267,BTS,indie,album,80,232490,0,0.785,0.833,8,-3.8,0,0.068,0.273,0.406,165.7
track_00268,Song Title 268,Bad Bunny,hip-hop,album,91,150556,0,0.898,0.917,2,-4.65,0,0.008,0.588,0.725,175.8
track_00269,Song Title 269,Coldplay,indie,single,50,199887,0,0.613,0.376,9,-12.79,0,0.177,0.359,0.347,115.6
track_00270,Song Title 270,Harry Styles,dance/electronic,album,50,263521,1,0.736,0.446,10,-11.39,1,0.27,0.314,0.545,99.8
track_00271,Song Title 271,Ariana Grande,rock,single,53,200359,0,0.781,0.563,10,-12.17,1,0.018,0.164,0.371,73.4
track_00272,Song Title 272,Taylor Swift,dance/electronic,album,73,213376,0,0.553,0.447,8,-10.07,1,0.098,0.539,0.668,176.1
track_00273,Song Title 273,Drake,pop,album,57,266091,0,0.933,0.446,0,-14.13,1,0.148,0.164,0.8,109.0
track_00274,Song Title 274,The Weeknd,dance/electronic,single,68,205001,0,0.742,0.796,4,-4.45,1,0.062,0.384,0.516,148.4
track_00275,Song Title 275,Dua Lipa,pop,album,55,219065,0,0.855,0.374,9,-13.13,1,0.031,0.103,0.576,101.5
track_00276,Song Title 276,The Weeknd,dance/electronic,album,58,231162,0,0.736,0.873,4,-9.61,0,0.052,0.031,0.8,158.5
track_00277,Song Title 277,Post Malone,latin,album,44,161710,0,0.291,0.458,0,-14.17,0,0.057,0.594,0.649,102.5
track_00278,Song Title 278,The Weeknd,pop,album,60,193007,0,0.893,0.787,0,-10.97,1,0.041,0.413,0.368,90.2
track_00279,Song Title 279,Kendrick Lamar,hip-hop,album,51,214545,1,0.63,0.282,2,-13.17,0,0.213,0.081,0.471,114.8
track_00280,Song Title 280,The Weeknd,indie,album,99,154144,1,0.915,0.679,8,-9.18,1,0.109,0.05,0.785,106.7
track_00281,Song Title 281,Taylor Swift,indie,single,78,257943,1,0.728,0.93,6,-9.58,1,0.022,0.204,0.434,134.9
track_00282,Song Title 282,Taylor Swift,r&b,album,79,236474,0,0.882,0.64,5,-9.01,1,0.07,0.414,0.604,118.7
track_00283,Song Title 283,Coldplay,indie,album,79,231261,0,0.978,0.379,8,-15.01,1,0.093,0.168,0.477,135.7
track_00284,Song Title 284,Ed Sheeran,rock,album,57,256199,0,0.646,0.388,3,-16.77,1,0.012,0.352,0.513,112.7
track_00285,Song Title 285,Ariana Grande,latin,single,58,235313,0,0.713,0.446,3,-9.51,0,0.036,0.223,0.825,103.4
track_00286,Song Title 286,Dua Lipa,dance/electronic,album,78,201953,0,0.767,0.941,2,-4.73,0,0.189,0.14,0.339,105.4
track_00287,Song Title 287,The Weeknd,r&b,single,76,152871,0,0.74,0.965,4,-5.15,1,0.067,0.239,0.525,171.1
track_00288,Song Title 288,The Weeknd,rock,album,56,186157,0,0.51,0.562,4,-11.81,1,0.02,0.048,0.465,125.6
track_00289,Song Title 289,Drake,rock,album,70,187171,0,0.774,0.519,11,-14.72,1,0.01,0.083,0.789,70.4
track_00290,Song Title 290,Harry Styles,pop,album,55,231657,0,0.733,0.498,9,-14.64,1,0.058,0.298,0.452,107.0
track_00291,Song Title 291,Taylor Swift,indie,album,63,212831,0,0.773,0.664,6,-6.81,1,0.063,0.5,0.796,122.4
track_00292,Song Title 292,Dua Lipa,hip-hop,album,67,155208,0,0.91,0.745,6,-9.02,1,0.033,0.411,0.76,166.1
track_00293,Song Title 293,Coldplay,hip-hop,album,57,240279,1,0.706,0.952,5,-4.73,1,0.08,0.285,0.277,145.7
track_00294,Song Title 294,BTS,r&b,single,37,256527,0,0.58,0.583,3,-14.76,1,0.006,0.006,0.43,97.0
track_00295,Song Title 295,Ed Sheeran,latin,album,61,261643,0,0.987,0.812,6,-9.64,0,0.013,0.516,0.414,180.5
track_00296,Song Title 296,Ariana Grande,hip-hop,album,74,170452,0,0.376,0.613,1,-8.98,1,0.063,0.57,0.517,119.2
track_00297,Song Title 297,Bad Bunny,dance/electronic,album,70,221254,0,0.862,0.722,11,-7.7,1,0.005,0.103,0.366,151.2
track_00298,Song Title 298,Ariana Grande,hip-hop,single,76,174777,0,0.728,0.48,8,-8.81,1,0.17,0.047,0.255,91.1
track_00299,Song Title 299,Kendrick Lamar,r&b,album,47,277871,0,0.895,0.647,6,-6.96,0,0.012,0.147,0.783,60.0
track_00300,Song Title 300,Post Malone,hip-hop,album,64,211070,0,0.884,0.76,1,-8.31,0,0.09,0.018,0.476,84.8
track_00301,Song Title 301,Kendrick Lamar,dance/electronic,album,50,197043,0,0.556,0.785,9,-6.5,1,0.04,0.157,0.773,60.0
track_00302,Song Title 302,The Weeknd,pop,single,70,190602,0,0.798,0.801,1,-7.82,0,0.041,0.192,0.275,172.8
track_00303,Song Title 303,Doja Cat,latin,album,97,221691,0,0.621,0.783,5,-3.36,1,0.116,0.158,0.761,125.4
track_00304,Song Title 304,Ed Sheeran,r&b,album,67,228046,0,0.422,0.648,10,-7.34,1,0.055,0.118,0.549,96.9
track_00305,Song Title 305,Post Malone,pop,single,86,152318,0,0.513,0.785,6,-7.11,1,0.103,0.127,0.396,131.3
track_00306,Song Title 306,Dua Lipa,pop,single,65,258890,0,0.772,0.59,8,-10.16,1,0.056,0.195,0.64,124.7
track_00307,Song Title 307,Bad Bunny,pop,album,90,226481,1,0.857,0.728,3,-5.46,0,0.072,0.128,0.389,135.5
track_00308,Song Title 308,Taylor Swift,rock,single,95,258608,0,0.803,0.664,7,-8.22,1,0.114,0.153,0.787,150.2
track_00309,Song Title 309,Ed Sheeran,latin,album,63,269874,0,0.599,0.729,9,-5.22,1,0.075,0.337,0.602,112.8
track_00310,Song Title 310,Ed Sheeran,indie,album,56,206520,0,0.503,0.728,1,-12.73,1,0.076,0.289,0.409,98.0
track_00311,Song Title 311,Kendrick Lamar,latin,album,43,239991,0,0.54,0.474,5,-11.5,1,0.125,0.228,0.468,140.7
track_00312,Song Title 312,Doja Cat,rock,album,69,189847,0,0.831,0.679,3,-10.17,1,0.238,0.104,0.572,140.1
track_00313,Song Title 313,The Weeknd,indie,album,77,193629,0,0.95,0.763,7,-4.27,0,0.038,0.169,0.463,122.5
track_00314,Song Title 314,Billie Eilish,latin,single,94,265033,1,0.907,0.452,8,-9.68,0,0.069,0.092,0.796,174.4
track_00315,Song Title 315,Coldplay,pop,album,56,184131,0,0.867,0.73,1,-8.25,1,0.007,0.254,0.73,109.1
track_00316,Song Title 316,Kendrick Lamar,r&b,album,75,216876,0,0.741,0.847,6,-3.37,1,0.036,0.05,0.825,97.5
track_00317,Song Title 317,Ed Sheeran,indie,album,55,178228,0,0.967,0.74,6,-4.59,1,0.042,0.088,0.531,130.5
track_00318,Song Title 318,Olivia Rodrigo,dance/electronic,single,54,187053,0,0.462,0.449,7,-12.66,1,0.144,0.032,0.554,103.1
track_00319,Song Title 319,Drake,dance/electronic,album,73,192320,0,0.796,0.491,4,-7.2,0,0.058,0.03,0.134,132.4
track_00320,Song Title 320,Bad Bunny,hip-hop,album,80,260650,0,0.865,0.666,10,-9.41,1,0.105,0.046,0.294,99.2
track_00321,Song Title 321,Coldplay,indie,album,67,227981,0,0.476,0.972,2,-4.88,0,0.002,0.754,0.558,110.0
track_00322,Song Title 322,Kendrick Lamar,r&b,album,75,239465,0,0.723,0.684,0,-7.33,0,0.05,0.038,0.64,167.3
track_00323,Song Title 323,Bad Bunny,rock,single,67,146761,0,0.693,0.585,3,-11.35,1,0.185,0.562,0.443,109.9
track_00324,Song Title 324,Drake,pop,single,70,211212,1,0.682,0.741,2,-7.97,1,0.02,0.131,0.572,100.0
track_00325,Song Title 325,BTS,hip-hop,album,50,196612,0,0.514,0.619,1,-7.28,0,0.003,0.168,0.414,149.3
track_00326,Song Title 326,Drake,dance/electronic,single,52,227231,1,0.934,0.597,5,-10.41,1,0.045,0.004,0.453,93.7
track_00327,Song Title 327,Doja Cat,rock,album,59,294228,0,0.679,0.613,6,-13.58,1,0.098,0.213,0.289,102.7
track_00328,Song Title 328,Drake,rock,single,61,126330,1,0.597,0.669,9,-8.55,0,0.048,0.336,0.791,134.4
track_00329,Song Title 329,Bad Bunny,pop,album,83,223980,0,0.644,0.923,6,-6.62,1,0.049,0.378,0.549,143.5
track_00330,Song Title 330,Ariana Grande,indie,album,71,287167,1,0.718,0.748,11,-6.31,1,0.089,0.008,0.525,150.5
track_00331,Song Title 331,Bad Bunny,dance/electronic,album,63,192157,1,0.838,0.384,7,-12.47,1,0.023,0.158,0.284,101.3
track_00332,Song Title 332,Billie Eilish,r&b,album,81,215244,0,0.849,0.77,1,-4.74,0,0.112,0.015,0.484,134.9
track_00333,Song Title 333,The Weeknd,rock,album,76,233679,1,0.875,0.945,10,-3.07,1,0.013,0.038,0.256,108.3
track_00334,Song Title 334,Post Malone,pop,album,87,134543,0,0.966,0.855,11,-4.15,1,0.04,0.264,0.642,104.9
track_00335,Song Title 335,Ariana Grande,r&b,album,91,219316,0,0.815,0.684,9,-10.39,0,0.085,0.388,0.617,150.1
track_00336,Song Title 336,Taylor Swift,indie,single,90,182207,0,0.938,0.353,5,-12.74,0,0.141,0.441,0.432,106.3
track_00337,Song Title 337,Post Malone,dance/electronic,album,75,281671,0,0.671,0.868,5,-2.17,0,0.125,0.003,0.35,127.0
track_00338,Song Title 338,The Weeknd,indie,album,73,202742,0,0.703,0.81,9,-8.41,0,0.102,0.28,0.966,123.9
track_00339,Song Title 339,Kendrick Lamar,rock,single,79,185138,0,0.72,0.199,11,-13.21,0,0.036,0.112,0.379,93.2
track_00340,Song Title 340,Coldplay,r&b,album,73,239632,0,0.832,0.804,0,-8.24,1,0.01,0.078,0.551,144.2
track_00341,Song Title 341,Billie Eilish,r&b,album,69,227080,0,0.571,0.468,1,-14.21,1,0.02,0.163,0.713,134.0
track_00342,Song Title 342,Billie Eilish,r&b,album,52,241357,1,0.859,0.425,8,-12.61,1,0.16,0.266,0.409,70.3
track_00343,Song Title 343,Taylor Swift,rock,single,62,276864,0,0.663,0.631,7,-8.48,1,0.156,0.175,0.817,126.9
track_00344,Song Title 344,Ariana Grande,rock,album,85,189517,0,0.695,0.704,11,-6.92,1,0.242,0.014,0.311,100.7
track_00345,Song Title 345,Doja Cat,indie,album,56,270166,0,0.624,0.538,3,-13.32,1,0.006,0.098,0.291,147.4
track_00346,Song Title 346,Harry Styles,hip-hop,single,66,275710,0,0.63,0.884,5,-4.99,0,0.062,0.343,0.578,83.9
track_00347,Song Title 347,BTS,indie,single,44,183102,0,0.676,0.755,1,-9.3,1,0.084,0.602,0.413,111.1
track_00348,Song Title 348,Drake,dance/electronic,album,93,186492,0,0.767,0.512,11,-14.78,1,0.099,0.002,0.801,129.1
track_00349,Song Title 349,Ariana Grande,pop,album,72,211652,0,0.339,0.839,4,-8.43,0,0.083,0.512,0.258,121.4
track_00350,Song Title 350,Coldplay,r&b,album,72,203011,1,0.737,0.781,1,-9.0,0,0.118,0.25,0.491,139.1
track_00351,Song Title 351,BTS,hip-hop,single,77,269816,0,0.882,0.599,4,-9.37,0,0.036,0.144,0.784,82.0
track_00352,Song Title 352,Billie Eilish,pop,album,69,179762,0,0.627,0.608,6,-7.96,1,0.016,0.185,0.347,161.3
track_00353,Song Title 353,Bad Bunny,hip-hop,album,93,218563,0,0.893,0.843,6,-9.46,0,0.018,0.142,0.601,133.1
track_00354,Song Title 354,Coldplay,latin,single,64,183207,0,0.813,0.579,8,-10.04,0,0.001,0.079,0.202,154.0
track_00355,Song Title 355,The Weeknd,indie,album,84,213796,0,0.894,0.92,2,-7.64,0,0.035,0.323,0.275,141.9
track_00356,Song Title 356,Taylor Swift,rock,album,78,284959,0,0.575,0.566,11,-9.68,1,0.008,0.03,0.581,119.7
track_00357,Song Title 357,The Weeknd,r&b,album,80,273806,0,0.74,0.672,3,-10.49,1,0.031,0.386,0.292,87.9
track_00358,Song Title 358,Harry Styles,indie,album,35,223248,0,0.417,0.701,8,-10.89,1,0.079,0.119,0.535,105.9
track_00359,Song Title 359,Coldplay,pop,album,60,232041,1,0.623,0.62,7,-8.48,1,0.18,0.016,0.357,159.7
track_00360,Song Title 360,Dua Lipa,latin,album,59,226502,1,0.873,0.492,11,-13.3,1,0.146,0.02,0.774,154.6
track_00361,Song Title 361,Dua Lipa,latin,album,59,199359,0,0.452,0.321,6,-15.49,0,0.023,0.002,0.48,104.5
track_00362,Song Title 362,Kendrick Lamar,latin,album,49,277079,0,0.764,0.758,7,-12.32,1,0.012,0.06,0.524,60.0
track_00363,Song Title 363,Ariana Grande,pop,single,39,256184,0,0.512,0.778,8,-5.66,0,0.017,0.293,0.583,114.7
track_00364,Song Title 364,Billie Eilish,pop,album,94,218203,0,0.418,0.931,11,-3.46,1,0.283,0.063,0.405,112.8
track_00365,Song Title 365,Billie Eilish,pop,single,79,202410,0,0.856,0.885,3,-5.83,1,0.064,0.469,0.657,113.8
track_00366,Song Title 366,Drake,pop,album,64,204681,0,0.786,0.525,4,-14.66,0,0.016,0.456,0.808,133.2
track_00367,Song Title 367,Drake,latin,single,65,221857,0,0.432,0.635,8,-7.43,0,0.147,0.179,0.375,141.9
track_00368,Song Title 368,Drake,latin,single,65,208773,0,0.485,0.586,6,-11.96,0,0.04,0.032,0.512,144.8
track_00369,Song Title 369,Bad Bunny,hip-hop,album,82,249882,0,0.773,0.649,3,-10.53,0,0.184,0.144,0.345,131.1
track_00370,Song Title 370,Post Malone,indie,single,65,226765,1,0.845,0.69,5,-4.34,0,0.024,0.139,0.11,75.0
track_00371,Song Title 371,Ed Sheeran,r&b,single,71,176618,1,0.56,0.862,10,-7.61,1,0.04,0.16,0.407,111.5
track_00372,Song Title 372,Post Malone,rock,album,68,169868,0,0.836,0.475,0,-10.91,1,0.056,0.32,0.743,177.6
track_00373,Song Title 373,The Weeknd,latin,album,50,244677,0,0.785,0.264,0,-14.65,1,0.179,0.11,0.536,129.4
track_00374,Song Title 374,Post Malone,rock,album,87,169528,1,0.688,0.839,8,-5.79,1,0.162,0.127,0.204,129.2
track_00375,Song Title 375,Bad Bunny,indie,single,63,197798,0,0.871,0.764,7,-7.22,1,0.068,0.549,0.649,129.0
track_00376,Song Title 376,Kendrick Lamar,indie,single,67,194613,0,0.553,0.521,0,-10.91,1,0.02,0.629,0.741,130.4
track_00377,Song Title 377,The Weeknd,rock,single,62,166652,0,0.679,0.569,10,-10.35,1,0.041,0.497,0.386,60.4
track_00378,Song Title 378,Post Malone,latin,album,76,220857,0,0.629,0.286,1,-15.53,1,0.297,0.31,0.187,114.0
track_00379,Song Title 379,Bad Bunny,rock,single,57,205666,0,0.72,0.804,3,-4.11,1,0.075,0.239,0.403,119.1
track_00380,Song Title 380,Ed Sheeran,hip-hop,album,56,187676,1,0.654,0.718,0,-11.14,0,0.122,0.054,0.68,152.0
track_00381,Song Title 381,Post Malone,dance/electronic,album,46,282981,1,0.477,0.829,1,-4.7,1,0.048,0.725,0.361,121.2
track_00382,Song Title 382,Bad Bunny,latin,album,76,124917,0,0.765,0.892,4,-4.09,1,0.061,0.133,0.499,78.8
track_00383,Song Title 383,Harry Styles,latin,album,94,179782,0,0.945,0.648,7,-8.24,1,0.045,0.056,0.637,130.8
track_00384,Song Title 384,Drake,r&b,album,85,189813,1,0.781,0.434,5,-10.82,1,0.097,0.092,0.494,99.9
track_00385,Song Title 385,Harry Styles,pop,album,39,162456,0,0.792,0.439,5,-13.15,0,0.153,0.116,0.507,89.6
track_00386,Song Title 386,Billie Eilish,dance/electronic,album,63,289026,1,0.753,0.492,3,-15.87,1,0.057,0.531,0.674,99.1
track_00387,Song Title 387,Drake,indie,album,30,288657,0,0.913,0.564,1,-11.12,1,0.052,0.328,0.276,133.6
track_00388,Song Title 388,Billie Eilish,latin,album,84,186043,0,0.93,0.609,2,-12.23,1,0.033,0.016,0.124,151.5
track_00389,Song Title 389,Olivia Rodrigo,rock,album,78,254405,0,0.726,0.523,5,-13.1,1,0.016,0.268,0.421,132.1
track_00390,Song Title 390,Taylor Swift,dance/electronic,album,65,230878,0,0.696,0.861,5,-8.71,0,0.224,0.597,0.459,135.8
track_00391,Song Title 391,Harry Styles,r&b,album,71,267964,0,0.768,0.729,4,-9.29,1,0.03,0.192,0.599,131.8
track_00392,Song Title 392,Taylor Swift,indie,album,70,206247,0,0.527,0.9,5,-6.8,1,0.129,0.121,0.587,122.5
track_00393,Song Title 393,Taylor Swift,pop,album,58,225106,0,0.546,0.763,10,-12.54,1,0.101,0.073,0.399,137.4
track_00394,Song Title 394,Ed Sheeran,pop,album,74,259089,0,0.871,0.662,5,-8.01,0,0.125,0.363,0.266,60.0
track_00395,Song Title 395,Drake,r&b,album,74,253735,0,0.779,0.919,0,-0.86,0,0.221,0.014,0.626,122.8
track_00396,Song Title 396,Olivia Rodrigo,r&b,album,77,215307,1,0.593,0.914,5,-4.16,1,0.078,0.445,0.214,93.9
track_00397,Song Title 397,Billie Eilish,rock,album,57,177009,1,0.692,0.36,4,-14.65,1,0.183,0.405,0.389,149.1
track_00398,Song Title 398,Bad Bunny,latin,single,49,183282,0,0.479,0.454,7,-12.84,0,0.015,0.063,0.226,116.3
track_00399,Song Title 399,The Weeknd,pop,album,36,145278,1,0.714,0.24,8,-17.0,0,0.079,0.541,0.331,120.8
track_00400,Song Title 400,Bad Bunny,indie,album,43,237554,0,0.538,0.725,5,-8.22,1,0.118,0.124,0.244,82.4
track_00401,Song Title 401,The Weeknd,dance/electronic,album,91,217425,0,0.752,0.861,11,-6.29,1,0.025,0.015,0.251,145.4
track_00402,Song Title 402,Harry Styles,indie,album,58,220124,1,0.703,0.603,11,-12.04,0,0.108,0.372,0.28,135.7
track_00403,Song Title 403,Dua Lipa,hip-hop,album,78,209119,0,0.876,0.823,9,-3.47,0,0.121,0.253,0.668,133.9
track_00404,Song Title 404,Bad Bunny,hip-hop,album,86,169982,0,0.872,0.584,3,-13.63,1,0.142,0.588,0.437,99.7
track_00405,Song Title 405,Post Malone,r&b,album,62,220941,1,0.9,0.472,2,-11.02,1,0.03,0.207,0.366,100.7
track_00406,Song Title 406,Post Malone,rock,album,59,231183,0,0.644,0.618,9,-10.31,1,0.092,0.075,0.383,125.6
track_00407,Song Title 407,Ariana Grande,hip-hop,album,65,179613,1,0.834,0.485,11,-8.43,1,0.029,0.223,0.673,102.6
track_00408,Song Title 408,Drake,pop,single,75,209007,1,0.765,0.924,0,-4.54,1,0.107,0.164,0.295,130.9
track_00409,Song Title 409,The Weeknd,indie,single,92,187307,0,0.751,0.724,6,-9.13,1,0.05,0.208,0.624,66.0
track_00410,Song Title 410,The Weeknd,indie,single,76,202456,1,0.581,0.271,4,-16.17,1,0.073,0.153,0.678,107.8
track_00411,Song Title 411,Coldplay,r&b,single,72,170261,0,0.684,0.607,3,-10.21,1,0.043,0.271,0.729,164.9
track_00412,Song Title 412,Kendrick Lamar,latin,album,79,200613,0,0.822,0.445,8,-15.17,0,0.014,0.517,0.269,131.0
track_00413,Song Title 413,Drake,latin,album,73,266958,0,0.974,0.593,6,-12.04,0,0.016,0.067,0.255,124.2
track_00414,Song Title 414,Ed Sheeran,dance/electronic,album,75,192433,1,0.722,0.703,9,-12.33,1,0.006,0.015,0.472,169.6
track_00415,Song Title 415,Ariana Grande,r&b,album,70,186167,0,0.879,0.655,7,-11.37,1,0.077,0.054,0.624,61.6
track_00416,Song Title 416,Ed Sheeran,dance/electronic,single,58,188365,0,0.78,0.805,3,-6.94,1,0.151,0.079,0.344,99.6
track_00417,Song Title 417,Harry Styles,latin,album,84,203342,0,0.797,0.638,9,-9.19,1,0.002,0.167,0.156,110.0
track_00418,Song Title 418,Harry Styles,r&b,single,71,272731,0,0.625,0.631,11,-13.86,0,0.005,0.225,0.501,141.5
track_00419,Song Title 419,Ed Sheeran,r&b,album,64,259199,0,0.614,0.681,9,-9.38,0,0.049,0.339,0.313,141.9
track_00420,Song Title 420,Ed Sheeran,r&b,single,66,204980,0,0.727,0.758,7,-6.74,0,0.107,0.439,0.647,98.3
track_00421,Song Title 421,Olivia Rodrigo,latin,album,50,187501,0,0.754,0.51,3,-12.17,1,0.014,0.048,0.75,144.9
track_00422,Song Title 422,Drake,dance/electronic,album,52,148365,0,0.575,0.642,0,-10.99,1,0.025,0.223,0.344,109.9
track_00423,Song Title 423,Ed Sheeran,dance/electronic,album,67,178103,1,0.632,0.477,10,-13.2,1,0.021,0.107,0.375,150.3
track_00424,Song Title 424,Post Malone,r&b,album,69,140891,0,0.969,0.803,7,-8.24,1,0.041,0.285,0.439,94.2
track_00425,Song Title 425,Kendrick Lamar,hip-hop,album,65,235904,0,0.923,0.797,0,-8.52,1,0.02,0.718,0.625,116.9
